date,time,temperature_C,pressure_mb,humidity,wind_kph,description
2017-02-10,24,32,1012,64,9,Overcast
2017-02-11,24,32,1014,57,9,Sunny
2017-02-12,24,32,1015,54,8,Sunny
2017-02-13,24,32,1016,53,8,Sunny
2017-02-14,24,32,1016,56,9,Sunny
2017-02-15,24,32,1015,55,9,Partly cloudy
2017-02-16,24,32,1014,56,7,Sunny
2017-02-17,24,32,1014,61,10,Partly cloudy
2017-02-18,24,33,1013,64,8,Cloudy
2017-02-19,24,33,1012,66,9,Patchy rain possible
2017-02-20,24,30,1011,68,6,Overcast
2017-02-21,24,34,1011,68,11,Patchy rain possible
2017-02-22,24,34,1011,66,12,Moderate rain at times
2017-02-23,24,34,1012,66,11,Patchy rain possible
2017-02-24,24,34,1012,63,12,Patchy rain possible
2017-02-25,24,34,1011,62,8,Patchy rain possible
2017-02-26,24,34,1011,67,7,Moderate or heavy rain shower
2017-02-27,24,33,1011,61,9,Partly cloudy
2017-02-28,24,35,1011,57,9,Sunny
2017-03-01,24,35,1011,56,7,Patchy rain possible
2017-03-02,24,34,1011,60,7,Patchy rain possible
2017-03-03,24,34,1009,57,8,Sunny
2017-03-04,24,35,1009,61,11,Sunny
2017-03-05,24,34,1009,63,9,Sunny
2017-03-06,24,34,1009,67,10,Partly cloudy
2017-03-07,24,34,1010,62,13,Sunny
2017-03-08,24,34,1011,62,13,Sunny
2017-03-09,24,35,1010,61,14,Sunny
2017-03-10,24,34,1010,62,12,Sunny
2017-03-11,24,35,1010,64,11,Sunny
2017-03-12,24,34,1011,64,10,Partly cloudy
2017-03-13,24,35,1011,63,9,Partly cloudy
2017-03-14,24,34,1011,60,11,Patchy rain possible
2017-03-15,24,36,1010,63,12,Partly cloudy
2017-03-16,24,35,1010,66,14,Moderate or heavy rain shower
2017-03-17,24,34,1010,67,14,Patchy rain possible
2017-03-18,24,35,1012,64,17,Patchy rain possible
2017-03-19,24,32,1012,66,12,Moderate or heavy rain shower
2017-03-20,24,33,1011,67,12,Cloudy
2017-03-21,24,33,1011,68,9,Patchy rain possible
2017-03-22,24,33,1010,66,13,Patchy rain possible
2017-03-23,24,34,1010,65,15,Partly cloudy
2017-03-24,24,35,1011,62,15,Patchy rain possible
2017-03-25,24,35,1011,63,14,Patchy rain possible
2017-03-26,24,37,1012,57,15,Sunny
2017-03-27,24,36,1013,51,13,Partly cloudy
2017-03-28,24,35,1012,54,11,Moderate rain at times
2017-03-29,24,35,1012,56,13,Moderate rain at times
2017-03-30,24,35,1012,57,12,Moderate or heavy rain shower
2017-03-31,24,35,1012,60,12,Heavy rain at times
2017-04-01,24,33,1011,70,8,Moderate or heavy rain shower
2017-04-02,24,33,1011,69,6,Moderate or heavy rain shower
2017-04-03,24,32,1012,70,7,Moderate or heavy rain shower
2017-04-04,24,34,1011,67,9,Moderate or heavy rain shower
2017-04-05,24,32,1010,66,13,Moderate or heavy rain shower
2017-04-06,24,32,1009,63,14,Patchy rain possible
2017-04-07,24,33,1009,63,16,Moderate or heavy rain shower
2017-04-08,24,34,1010,63,14,Moderate or heavy rain shower
2017-04-09,24,34,1009,65,12,Patchy rain possible
2017-04-10,24,34,1008,69,14,Patchy rain possible
2017-04-11,24,35,1008,66,9,Partly cloudy
2017-04-12,24,35,1009,64,11,Sunny
2017-04-13,24,34,1011,64,12,Patchy rain possible
2017-04-14,24,37,1011,57,14,Sunny
2017-04-15,24,36,1010,57,13,Sunny
2017-04-16,24,37,1010,61,15,Sunny
2017-04-17,24,36,1010,64,12,Partly cloudy
2017-04-18,24,35,1010,65,8,Moderate rain at times
2017-04-19,24,36,1010,62,11,Patchy rain possible
2017-04-20,24,37,1010,62,12,Partly cloudy
2017-04-21,24,37,1009,61,11,Partly cloudy
2017-04-22,24,38,1009,57,9,Moderate or heavy rain shower
2017-04-23,24,34,1010,64,10,Moderate or heavy rain shower
2017-04-24,24,33,1010,66,11,Moderate or heavy rain shower
2017-04-25,24,33,1010,69,9,Moderate or heavy rain shower
2017-04-26,24,34,1010,67,9,Heavy rain at times
2017-04-27,24,34,1010,67,8,Moderate or heavy rain shower
2017-04-28,24,34,1010,70,9,Moderate or heavy rain shower
2017-04-29,24,32,1011,74,7,Patchy rain possible
2017-04-30,24,34,1011,73,11,Moderate or heavy rain shower
2017-05-01,24,34,1011,72,10,Patchy rain possible
2017-05-02,24,34,1011,70,8,Moderate or heavy rain shower
2017-05-03,24,35,1010,69,7,Moderate or heavy rain shower
2017-05-04,24,34,1010,71,9,Moderate or heavy rain shower
2017-05-05,24,34,1011,69,7,Moderate or heavy rain shower
2017-05-06,24,34,1012,68,9,Moderate or heavy rain shower
2017-05-07,24,31,1011,71,9,Moderate or heavy rain shower
2017-05-08,24,32,1010,73,8,Moderate or heavy rain shower
2017-05-09,24,32,1009,73,11,Moderate or heavy rain shower
2017-05-10,24,32,1010,69,11,Moderate or heavy rain shower
2017-05-11,24,33,1010,68,11,Moderate or heavy rain shower
2017-05-12,24,34,1009,63,12,Moderate rain at times
2017-05-13,24,33,1008,65,8,Moderate or heavy rain shower
2017-05-14,24,33,1008,66,8,Moderate or heavy rain shower
2017-05-15,24,32,1007,73,7,Moderate or heavy rain shower
2017-05-16,24,31,1007,76,8,Moderate or heavy rain shower
2017-05-17,24,33,1007,70,7,Moderate or heavy rain shower
2017-05-18,24,33,1008,73,9,Moderate or heavy rain shower
2017-05-19,24,32,1008,76,8,Moderate or heavy rain shower
2017-05-20,24,33,1006,77,8,Moderate or heavy rain shower
2017-05-21,24,32,1006,79,9,Moderate or heavy rain shower
2017-05-22,24,32,1007,78,10,Moderate or heavy rain shower
2017-05-23,24,34,1007,77,9,Moderate or heavy rain shower
2017-05-24,24,33,1007,77,8,Moderate or heavy rain shower
2017-05-25,24,32,1007,77,8,Moderate or heavy rain shower
2017-05-26,24,32,1007,75,10,Moderate or heavy rain shower
2017-05-27,24,32,1007,84,5,Moderate or heavy rain shower
2017-05-28,24,32,1007,80,6,Moderate or heavy rain shower
2017-05-29,24,31,1008,80,7,Moderate or heavy rain shower
2017-05-30,24,33,1009,78,7,Moderate or heavy rain shower
2017-05-31,24,33,1009,79,7,Moderate or heavy rain shower
2017-06-01,24,33,1008,77,8,Moderate rain at times
2017-06-02,24,32,1009,81,12,Moderate or heavy rain shower
2017-06-03,24,32,1009,79,12,Moderate or heavy rain shower
2017-06-04,24,32,1008,82,11,Moderate or heavy rain shower
2017-06-05,24,30,1008,85,11,Moderate or heavy rain shower
2017-06-06,24,30,1009,84,11,Moderate or heavy rain shower
2017-06-07,24,31,1009,81,9,Heavy rain at times
2017-06-08,24,31,1008,80,8,Moderate or heavy rain shower
2017-06-09,24,33,1008,79,8,Moderate rain at times
2017-06-10,24,33,1009,80,10,Moderate or heavy rain shower
2017-06-11,24,31,1010,82,11,Moderate or heavy rain shower
2017-06-12,24,33,1008,71,10,Partly cloudy
2017-06-13,24,33,1009,74,10,Patchy rain possible
2017-06-14,24,31,1010,80,10,Moderate or heavy rain shower
2017-06-15,24,33,1010,73,8,Moderate or heavy rain shower
2017-06-16,24,34,1009,72,7,Patchy rain possible
2017-06-17,24,33,1007,76,10,Moderate or heavy rain shower
2017-06-18,24,32,1007,77,11,Moderate or heavy rain shower
2017-06-19,24,34,1008,73,11,Patchy rain possible
2017-06-20,24,32,1007,74,13,Moderate or heavy rain shower
2017-06-21,24,32,1008,76,9,Moderate or heavy rain shower
2017-06-22,24,29,1008,89,11,Moderate or heavy rain shower
2017-06-23,24,31,1007,82,11,Moderate or heavy rain shower
2017-06-24,24,32,1006,81,10,Moderate or heavy rain shower
2017-06-25,24,30,1007,80,12,Moderate or heavy rain shower
2017-06-26,24,32,1008,77,8,Patchy rain possible
2017-06-27,24,31,1008,80,9,Moderate or heavy rain shower
2017-06-28,24,31,1009,81,9,Moderate or heavy rain shower
2017-06-29,24,32,1009,80,8,Moderate or heavy rain shower
2017-06-30,24,32,1008,82,9,Moderate or heavy rain shower
2017-07-01,24,32,1009,81,10,Heavy rain at times
2017-07-02,24,33,1008,77,11,Moderate or heavy rain shower
2017-07-03,24,33,1008,77,10,Moderate or heavy rain shower
2017-07-04,24,33,1008,78,11,Moderate or heavy rain shower
2017-07-05,24,31,1009,79,8,Moderate or heavy rain shower
2017-07-06,24,31,1009,77,9,Moderate or heavy rain shower
2017-07-07,24,31,1009,79,9,Moderate or heavy rain shower
2017-07-08,24,32,1010,75,7,Heavy rain at times
2017-07-09,24,33,1009,73,9,Heavy rain at times
2017-07-10,24,32,1008,75,10,Moderate or heavy rain shower
2017-07-11,24,31,1008,79,11,Moderate or heavy rain shower
2017-07-12,24,30,1009,82,11,Moderate or heavy rain shower
2017-07-13,24,30,1009,84,13,Heavy rain at times
2017-07-14,24,30,1009,85,13,Patchy rain possible
2017-07-15,24,28,1008,85,17,Moderate or heavy rain shower
2017-07-16,24,28,1006,85,16,Moderate or heavy rain shower
2017-07-17,24,29,1008,86,13,Moderate or heavy rain shower
2017-07-18,24,30,1010,85,7,Moderate or heavy rain shower
2017-07-19,24,28,1009,92,9,Moderate or heavy rain shower
2017-07-20,24,29,1008,87,10,Moderate or heavy rain shower
2017-07-21,24,30,1009,84,11,Moderate or heavy rain shower
2017-07-22,24,31,1010,82,10,Moderate or heavy rain shower
2017-07-23,24,30,1008,83,12,Moderate or heavy rain shower
2017-07-24,24,30,1007,84,14,Moderate or heavy rain shower
2017-07-25,24,27,1006,90,17,Moderate or heavy rain shower
2017-07-26,24,29,1006,87,16,Heavy rain at times
2017-07-27,24,30,1007,84,15,Moderate or heavy rain shower
2017-07-28,24,30,1009,83,15,Moderate or heavy rain shower
2017-07-29,24,31,1008,82,14,Patchy rain possible
2017-07-30,24,31,1007,82,15,Moderate or heavy rain shower
2017-07-31,24,31,1007,82,15,Moderate or heavy rain shower
2017-08-01,24,32,1008,81,14,Moderate or heavy rain shower
2017-08-02,24,31,1008,82,14,Moderate or heavy rain shower
2017-08-03,24,31,1006,83,14,Moderate or heavy rain shower
2017-08-04,24,31,1006,85,15,Moderate or heavy rain shower
2017-08-05,24,30,1008,85,10,Moderate or heavy rain shower
2017-08-06,24,31,1009,80,8,Moderate or heavy rain shower
2017-08-07,24,33,1009,75,7,Moderate or heavy rain shower
2017-08-08,24,33,1009,78,8,Moderate or heavy rain shower
2017-08-09,24,33,1010,78,9,Heavy rain at times
2017-08-10,24,32,1009,74,7,Moderate or heavy rain shower
2017-08-11,24,32,1008,77,8,Moderate or heavy rain shower
2017-08-12,24,33,1008,76,6,Moderate or heavy rain shower
2017-08-13,24,31,1009,77,7,Moderate or heavy rain shower
2017-08-14,24,32,1009,76,8,Moderate or heavy rain shower
2017-08-15,24,31,1008,77,10,Moderate or heavy rain shower
2017-08-16,24,31,1007,80,11,Moderate or heavy rain shower
2017-08-17,24,30,1007,84,10,Moderate or heavy rain shower
2017-08-18,24,29,1008,86,12,Heavy rain at times
2017-08-19,24,31,1008,80,9,Moderate or heavy rain shower
2017-08-20,24,31,1008,81,10,Moderate or heavy rain shower
2017-08-21,24,31,1006,76,10,Moderate or heavy rain shower
2017-08-22,24,31,1006,82,12,Moderate or heavy rain shower
2017-08-23,24,28,1007,87,13,Moderate or heavy rain shower
2017-08-24,24,31,1008,83,10,Moderate or heavy rain shower
2017-08-25,24,31,1007,83,11,Moderate or heavy rain shower
2017-08-26,24,28,1006,89,10,Moderate or heavy rain shower
2017-08-27,24,27,1006,91,12,Moderate or heavy rain shower
2017-08-28,24,31,1008,84,10,Moderate or heavy rain shower
2017-08-29,24,32,1008,80,7,Moderate or heavy rain shower
2017-08-30,24,33,1008,78,8,Moderate or heavy rain shower
2017-08-31,24,32,1009,79,7,Moderate or heavy rain shower
2017-09-01,24,32,1009,77,9,Moderate or heavy rain shower
2017-09-02,24,33,1008,75,9,Moderate or heavy rain shower
2017-09-03,24,34,1008,76,9,Patchy rain possible
2017-09-04,24,33,1008,78,10,Moderate or heavy rain shower
2017-09-05,24,34,1009,76,8,Heavy rain at times
2017-09-06,24,33,1009,78,8,Moderate or heavy rain shower
2017-09-07,24,32,1009,77,7,Moderate rain at times
2017-09-08,24,34,1009,74,5,Moderate or heavy rain shower
2017-09-09,24,33,1009,74,7,Moderate or heavy rain shower
2017-09-10,24,33,1009,71,3,Moderate or heavy rain shower
2017-09-11,24,32,1010,76,8,Moderate or heavy rain shower
2017-09-12,24,33,1010,73,6,Patchy rain possible
2017-09-13,24,32,1008,75,8,Moderate or heavy rain shower
2017-09-14,24,32,1006,80,8,Heavy rain at times
2017-09-15,24,31,1006,83,14,Moderate or heavy rain shower
2017-09-16,24,30,1009,83,11,Moderate or heavy rain shower
2017-09-17,24,32,1011,76,6,Moderate or heavy rain shower
2017-09-18,24,33,1010,76,9,Patchy rain possible
2017-09-19,24,32,1009,80,7,Moderate or heavy rain shower
2017-09-20,24,30,1007,78,4,Moderate or heavy rain shower
2017-09-21,24,30,1007,85,6,Moderate or heavy rain shower
2017-09-22,24,28,1008,90,5,Moderate or heavy rain shower
2017-09-23,24,30,1009,87,10,Moderate or heavy rain shower
2017-09-24,24,29,1008,87,14,Moderate or heavy rain shower
2017-09-25,24,30,1008,87,11,Moderate or heavy rain shower
2017-09-26,24,31,1009,82,6,Moderate or heavy rain shower
2017-09-27,24,32,1009,81,7,Moderate or heavy rain shower
2017-09-28,24,30,1008,87,4,Moderate or heavy rain shower
2017-09-29,24,32,1009,82,8,Moderate or heavy rain shower
2017-09-30,24,32,1010,81,7,Moderate or heavy rain shower
2017-10-01,24,31,1009,81,7,Moderate or heavy rain shower
2017-10-02,24,28,1008,89,8,Moderate or heavy rain shower
2017-10-03,24,28,1009,92,7,Moderate or heavy rain shower
2017-10-04,24,32,1010,82,7,Patchy rain possible
2017-10-05,24,32,1009,78,4,Patchy rain possible
2017-10-06,24,30,1009,87,4,Heavy rain at times
2017-10-07,24,31,1008,78,7,Moderate or heavy rain shower
2017-10-08,24,32,1007,77,6,Moderate or heavy rain shower
2017-10-09,24,31,1006,78,6,Moderate or heavy rain shower
2017-10-10,24,33,1006,81,8,Moderate rain at times
2017-10-11,24,32,1007,81,6,Moderate or heavy rain shower
2017-10-12,24,33,1007,79,5,Moderate or heavy rain shower
2017-10-13,24,31,1006,81,5,Moderate or heavy rain shower
2017-10-14,24,29,1006,86,9,Moderate or heavy rain shower
2017-10-15,24,28,1007,89,13,Moderate or heavy rain shower
2017-10-16,24,31,1008,83,9,Moderate or heavy rain shower
2017-10-17,24,30,1008,85,6,Moderate or heavy rain shower
2017-10-18,24,28,1009,86,8,Moderate or heavy rain shower
2017-10-19,24,30,1009,84,10,Moderate or heavy rain shower
2017-10-20,24,32,1010,81,8,Moderate or heavy rain shower
2017-10-21,24,32,1010,81,6,Moderate or heavy rain shower
2017-10-22,24,29,1010,81,8,Moderate or heavy rain shower
2017-10-23,24,31,1011,83,9,Moderate or heavy rain shower
2017-10-24,24,32,1012,81,7,Moderate or heavy rain shower
2017-10-25,24,32,1012,78,5,Moderate rain at times
2017-10-26,24,31,1011,79,6,Patchy rain possible
2017-10-27,24,31,1009,78,4,Moderate or heavy rain shower
2017-10-28,24,30,1010,79,4,Moderate or heavy rain shower
2017-10-29,24,31,1011,81,6,Patchy rain possible
2017-10-30,24,32,1010,76,8,Partly cloudy
2017-10-31,24,29,1010,83,8,Moderate or heavy rain shower
2017-11-01,24,27,1009,93,7,Moderate or heavy rain shower
2017-11-02,24,31,1008,84,5,Moderate or heavy rain shower
2017-11-03,24,31,1007,73,6,Patchy rain possible
2017-11-04,24,27,1006,82,12,Moderate or heavy rain shower
2017-11-05,24,30,1008,81,9,Moderate or heavy rain shower
2017-11-06,24,32,1008,75,5,Moderate or heavy rain shower
2017-11-07,24,31,1008,79,8,Moderate or heavy rain shower
2017-11-08,24,32,1009,79,5,Moderate or heavy rain shower
2017-11-09,24,32,1008,79,5,Moderate or heavy rain shower
2017-11-10,24,30,1009,82,7,Moderate or heavy rain shower
2017-11-11,24,31,1009,80,7,Moderate or heavy rain shower
2017-11-12,24,32,1009,79,7,Moderate or heavy rain shower
2017-11-13,24,31,1008,82,7,Moderate or heavy rain shower
2017-11-14,24,32,1009,80,8,Patchy rain possible
2017-11-15,24,30,1010,80,9,Moderate rain at times
2017-11-16,24,32,1010,78,11,Patchy rain possible
2017-11-17,24,33,1009,81,7,Patchy rain possible
2017-11-18,24,33,1008,82,5,Patchy rain possible
2017-11-19,24,26,1008,93,7,Moderate or heavy rain shower
2017-11-20,24,31,1009,85,12,Moderate rain at times
2017-11-21,24,33,1009,78,9,Patchy rain possible
2017-11-22,24,33,1008,75,7,Patchy rain possible
2017-11-23,24,33,1009,76,6,Cloudy
2017-11-24,24,32,1010,75,8,Moderate or heavy rain shower
2017-11-25,24,32,1010,74,7,Moderate rain at times
2017-11-26,24,32,1010,70,8,Patchy rain possible
2017-11-27,24,33,1008,67,8,Patchy rain possible
2017-11-28,24,31,1008,74,7,Cloudy
2017-11-29,24,29,1009,81,6,Moderate rain at times
2017-11-30,24,32,1008,69,6,Partly cloudy
2017-12-01,24,32,1008,67,6,Cloudy
2017-12-02,24,31,1009,76,7,Moderate or heavy rain shower
2017-12-03,24,31,1009,76,6,Moderate or heavy rain shower
2017-12-04,24,31,1008,77,7,Moderate or heavy rain shower
2017-12-05,24,31,1009,76,6,Moderate or heavy rain shower
2017-12-06,24,31,1010,72,4,Sunny
2017-12-07,24,32,1010,72,4,Patchy rain possible
2017-12-08,24,31,1012,74,6,Moderate rain at times
2017-12-09,24,30,1012,69,7,Cloudy
2017-12-10,24,30,1013,70,5,Patchy rain possible
2017-12-11,24,32,1012,70,6,Sunny
2017-12-12,24,31,1012,78,6,Patchy rain possible
2017-12-13,24,30,1011,78,6,Moderate rain at times
2017-12-14,24,30,1011,78,5,Moderate rain at times
2017-12-15,24,32,1011,75,5,Patchy rain possible
2017-12-16,24,31,1012,70,6,Patchy rain possible
2017-12-17,24,32,1014,62,11,Partly cloudy
2017-12-18,24,30,1014,58,11,Sunny
2017-12-19,24,29,1014,58,9,Cloudy
2017-12-20,24,26,1014,58,13,Cloudy
2017-12-21,24,26,1013,65,14,Moderate rain at times
2017-12-22,24,30,1010,67,8,Cloudy
2017-12-23,24,33,1009,67,6,Sunny
2017-12-24,24,33,1009,62,10,Sunny
2017-12-25,24,25,1008,74,17,Heavy rain at times
2017-12-26,24,30,1009,74,13,Moderate or heavy rain shower
2017-12-27,24,30,1011,78,8,Moderate or heavy rain shower
2017-12-28,24,32,1011,74,8,Moderate rain at times
2017-12-29,24,33,1011,71,6,Patchy rain possible
2017-12-30,24,32,1011,66,7,Partly cloudy
2017-12-31,24,32,1011,60,10,Sunny
2018-01-01,24,31,1010,60,5,Sunny
2018-01-02,24,32,1009,62,7,Sunny
2018-01-03,24,33,1009,64,7,Sunny
2018-01-04,24,34,1008,66,6,Partly cloudy
2018-01-05,24,31,1009,71,9,Patchy rain possible
2018-01-06,24,32,1009,72,14,Patchy rain possible
2018-01-07,24,33,1010,70,11,Patchy rain possible
2018-01-08,24,32,1011,69,10,Patchy rain possible
2018-01-09,24,33,1011,71,8,Patchy rain possible
2018-01-10,24,33,1012,64,7,Patchy rain possible
2018-01-11,24,33,1012,56,7,Partly cloudy
2018-01-12,24,33,1013,54,10,Partly cloudy
2018-01-13,24,32,1012,56,7,Sunny
2018-01-14,24,30,1011,58,7,Cloudy
2018-01-15,24,32,1010,62,4,Overcast
2018-01-16,24,30,1010,69,5,Moderate rain at times
2018-01-17,24,30,1009,74,4,Patchy rain possible
2018-01-18,24,33,1009,66,5,Cloudy
2018-01-19,24,30,1009,69,5,Moderate or heavy rain shower
2018-01-20,24,33,1009,65,7,Overcast
2018-01-21,24,32,1008,66,6,Heavy rain at times
2018-01-22,24,31,1008,74,6,Overcast
2018-01-23,24,32,1008,73,6,Moderate or heavy rain shower
2018-01-24,24,31,1007,71,8,Moderate rain at times
2018-01-25,24,31,1007,66,8,Patchy rain possible
2018-01-26,24,32,1008,66,6,Moderate or heavy rain shower
2018-01-27,24,32,1008,67,6,Moderate or heavy rain shower
2018-01-28,24,31,1009,74,6,Moderate or heavy rain shower
2018-01-29,24,31,1010,71,6,Patchy rain possible
2018-01-30,24,32,1011,67,7,Patchy rain possible
2018-01-31,24,32,1011,65,7,Moderate rain at times
2018-02-01,24,33,1011,60,8,Partly cloudy
2018-02-02,24,32,1013,59,7,Patchy rain possible
2018-02-03,24,32,1013,56,8,Sunny
2018-02-04,24,32,1014,53,6,Sunny
2018-02-05,24,31,1015,51,7,Sunny
2018-02-06,24,31,1014,52,6,Sunny
2018-02-07,24,30,1014,55,7,Sunny
2018-02-08,24,31,1013,58,8,Sunny
2018-02-09,24,32,1012,62,9,Sunny
2018-02-10,24,31,1013,67,7,Partly cloudy
2018-02-11,24,32,1014,65,8,Partly cloudy
2018-02-12,24,34,1015,53,7,Sunny
2018-02-13,24,33,1015,52,8,Partly cloudy
2018-02-14,24,35,1015,57,7,Sunny
2018-02-15,24,34,1014,60,8,Sunny
2018-02-16,24,35,1012,67,9,Partly cloudy
2018-02-17,24,33,1011,63,10,Patchy rain possible
2018-02-18,24,33,1011,64,11,Patchy rain possible
2018-02-19,24,35,1011,58,16,Sunny
2018-02-20,24,35,1010,56,12,Partly cloudy
2018-02-21,24,35,1009,59,13,Sunny
2018-02-22,24,35,1009,57,12,Patchy rain possible
2018-02-23,24,36,1010,53,14,Partly cloudy
2018-02-24,24,36,1012,50,12,Sunny
2018-02-25,24,36,1011,54,10,Sunny
2018-02-26,24,36,1010,52,8,Sunny
2018-02-27,24,34,1010,54,9,Patchy rain possible
2018-02-28,24,35,1010,56,9,Patchy rain possible
2018-03-01,24,34,1009,62,12,Moderate rain at times
2018-03-02,24,34,1009,67,11,Patchy rain possible
2018-03-03,24,34,1009,68,13,Patchy rain possible
2018-03-04,24,36,1009,64,10,Sunny
2018-03-05,24,34,1010,64,12,Patchy rain possible
2018-03-06,24,36,1010,61,12,Moderate rain at times
2018-03-07,24,37,1010,56,13,Sunny
2018-03-08,24,37,1010,52,12,Sunny
2018-03-09,24,37,1010,49,8,Sunny
2018-03-10,24,35,1011,48,9,Patchy rain possible
2018-03-11,24,35,1011,49,8,Sunny
2018-03-12,24,35,1011,50,9,Patchy rain possible
2018-03-13,24,35,1011,53,9,Patchy rain possible
2018-03-14,24,35,1011,61,13,Partly cloudy
2018-03-15,24,33,1011,65,12,Moderate rain at times
2018-03-16,24,34,1011,65,13,Moderate rain at times
2018-03-17,24,35,1011,60,16,Patchy rain possible
2018-03-18,24,36,1011,57,15,Moderate or heavy rain shower
2018-03-19,24,36,1010,61,12,Partly cloudy
2018-03-20,24,35,1010,66,12,Moderate rain at times
2018-03-21,24,34,1010,64,8,Heavy rain at times
2018-03-22,24,33,1009,65,8,Patchy rain possible
2018-03-23,24,34,1010,56,9,Overcast
2018-03-24,24,35,1011,50,11,Sunny
2018-03-25,24,35,1012,54,11,Sunny
2018-03-26,24,36,1012,56,10,Patchy rain possible
2018-03-27,24,36,1011,53,9,Sunny
2018-03-28,24,34,1010,59,10,Patchy rain possible
2018-03-29,24,33,1011,61,13,Partly cloudy
2018-03-30,24,33,1010,67,11,Moderate rain at times
2018-03-31,24,32,1010,63,9,Moderate rain at times
2018-04-01,24,34,1010,55,8,Patchy rain possible
2018-04-02,24,33,1010,56,9,Patchy rain possible
2018-04-03,24,33,1010,59,10,Patchy rain possible
2018-04-04,24,33,1009,60,14,Cloudy
2018-04-05,24,32,1009,68,10,Patchy rain possible
2018-04-06,24,32,1009,66,12,Patchy rain possible
2018-04-07,24,36,1011,54,11,Cloudy
2018-04-08,24,33,1011,51,8,Moderate rain at times
2018-04-09,24,36,1011,48,11,Patchy rain possible
2018-04-10,24,35,1010,54,12,Partly cloudy
2018-04-11,24,36,1009,60,15,Moderate rain at times
2018-04-12,24,37,1009,62,14,Moderate rain at times
2018-04-13,24,37,1009,62,14,Partly cloudy
2018-04-14,24,37,1008,61,14,Moderate rain at times
2018-04-15,24,35,1009,64,12,Overcast
2018-04-16,24,36,1010,57,13,Partly cloudy
2018-04-17,24,36,1011,56,9,Patchy rain possible
2018-04-18,24,35,1010,59,9,Patchy rain possible
2018-04-19,24,35,1009,61,13,Overcast
2018-04-20,24,36,1009,58,14,Overcast
2018-04-21,24,36,1009,59,14,Partly cloudy
2018-04-22,24,37,1009,59,11,Patchy rain possible
2018-04-23,24,36,1008,59,9,Moderate or heavy rain shower
2018-04-24,24,36,1008,60,10,Patchy rain possible
2018-04-25,24,36,1009,61,10,Moderate rain at times
2018-04-26,24,35,1009,63,13,Moderate rain at times
2018-04-27,24,36,1010,60,14,Heavy rain at times
2018-04-28,24,36,1010,57,16,Sunny
2018-04-29,24,35,1010,61,13,Patchy rain possible
2018-04-30,24,35,1010,63,10,Patchy rain possible
2018-05-01,24,36,1010,62,12,Moderate or heavy rain shower
2018-05-02,24,36,1011,60,7,Partly cloudy
2018-05-03,24,34,1011,62,8,Moderate or heavy rain shower
2018-05-04,24,31,1011,61,9,Moderate or heavy rain shower
2018-05-05,24,31,1011,61,10,Moderate or heavy rain shower
2018-05-06,24,33,1011,65,10,Moderate or heavy rain shower
2018-05-07,24,33,1010,66,7,Moderate or heavy rain shower
2018-05-08,24,34,1009,67,8,Moderate or heavy rain shower
2018-05-09,24,34,1010,68,7,Moderate or heavy rain shower
2018-05-10,24,34,1011,66,6,Moderate rain at times
2018-05-11,24,34,1010,62,10,Partly cloudy
2018-05-12,24,34,1009,63,9,Patchy rain possible
2018-05-13,24,33,1010,65,11,Moderate or heavy rain shower
2018-05-14,24,34,1009,63,9,Moderate or heavy rain shower
2018-05-15,24,33,1008,62,10,Moderate or heavy rain shower
2018-05-16,24,33,1008,62,11,Moderate or heavy rain shower
2018-05-17,24,34,1008,64,10,Moderate or heavy rain shower
2018-05-18,24,34,1007,64,6,Patchy rain possible
2018-05-19,24,34,1007,65,6,Moderate or heavy rain shower
2018-05-20,24,33,1007,67,6,Moderate or heavy rain shower
2018-05-21,24,33,1008,68,7,Moderate or heavy rain shower
2018-05-22,24,31,1009,71,8,Moderate or heavy rain shower
2018-05-23,24,33,1008,68,8,Moderate or heavy rain shower
2018-05-24,24,32,1008,68,10,Moderate or heavy rain shower
2018-05-25,24,35,1008,62,6,Patchy rain possible
2018-05-26,24,33,1008,62,8,Moderate or heavy rain shower
2018-05-27,24,34,1009,66,6,Heavy rain at times
2018-05-28,24,33,1009,67,7,Moderate or heavy rain shower
2018-05-29,24,32,1009,67,9,Moderate or heavy rain shower
2018-05-30,24,34,1009,66,10,Moderate rain at times
2018-05-31,24,33,1009,68,7,Heavy rain at times
2018-06-01,24,33,1008,68,7,Moderate or heavy rain shower
2018-06-02,24,28,1009,84,8,Moderate or heavy rain shower
2018-06-03,24,30,1007,80,10,Heavy rain at times
2018-06-04,24,30,1007,79,7,Moderate or heavy rain shower
2018-06-05,24,32,1008,76,11,Moderate or heavy rain shower
2018-06-06,24,32,1008,80,12,Moderate or heavy rain shower
2018-06-07,24,32,1008,77,13,Moderate rain at times
2018-06-08,24,32,1007,75,16,Moderate rain at times
2018-06-09,24,30,1009,78,15,Moderate rain at times
2018-06-10,24,31,1010,78,12,Patchy rain possible
2018-06-11,24,32,1010,78,11,Heavy rain at times
2018-06-12,24,31,1010,74,8,Moderate or heavy rain shower
2018-06-13,24,33,1009,74,7,Moderate or heavy rain shower
2018-06-14,24,32,1008,75,14,Moderate or heavy rain shower
2018-06-15,24,32,1008,76,16,Moderate or heavy rain shower
2018-06-16,24,31,1008,78,16,Moderate or heavy rain shower
2018-06-17,24,29,1007,87,16,Heavy rain at times
2018-06-18,24,29,1007,88,15,Moderate or heavy rain shower
2018-06-19,24,29,1008,87,14,Moderate or heavy rain shower
